username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
spanishking6690,spanishking,https://twitter.com/spanishking6690/status/1254900444503171073,"""Feeling myself #Lightskin #Melanin #2020 #2020election #foryourpage #fyp #viral #loveyourself #clean #handsom… """,2020-04-27 15:29:00,,,1,,0,Lightskin | Melanin | 2020 | 2020election | foryourpage | fyp | viral | loveyourself | clean | handsom,10,,
realaltee,REALaltee,https://twitter.com/REALaltee/status/1254920548699627520,"""Biden and democrats must demand equal time.#2020Election… """,2020-04-27 16:49:00,3,,0,,0,2020Election,1,,
nthonylanger,Anthony Langer,https://twitter.com/nthonylanger/status/1255124488829747201,"""Just leaving this here, as a reminder. #JoeBiden #Biden2020 #2020election… """,2020-04-28 06:19:00,1,1,0,,0,JoeBiden | Biden2020 | 2020election,3,,https://pbs.twimg.com/media/EWsZDhuXgAEnuBh.jpg
matt_eddolls_,Matt Eddolls,https://twitter.com/Matt_Eddolls_/status/1254374990272757761,"""Sometimes, I just lay back and indulge in the inspiration this beautiful passage gives. 

An unmatched leader in modern times. 

#2020election… https",2020-04-26 04:41:00,,,0,,0,2020election,1,,https://pbs.twimg.com/media/EWhvZADXYAEhB-e.jpg | https://pbs.twimg.com/media/EWhvZAPXsAEDEk8.jpg
nrdc_af,NRDC Action Fund,https://twitter.com/NRDC_AF/status/1255253209096040451,"""When EPA carries out the Clean Air Act, fewer people visit the hospital and rely on inhalers to breathe, especially in low-income, minority neighborhoods. #2020Election #CleanAir https",2020-04-28 14:51:00,6,6,0,,0,2020Election | CleanAir,2,,
esteckler2,MamaBear (she/her),https://twitter.com/esteckler2/status/1255306909554442240,"""Morally I can’t vote for either candidate. Our these two the best we have?  Our we ok with this? What does that say for 🇺🇸 #2020dilemma #2020Election Or am I the only one feeling this way?""",2020-04-28 18:24:00,11,,6,,0,2020dilemma | 2020Election,2,,
conserv_tribune,Conservative Tribune,https://twitter.com/conserv_tribune/status/1254405504853405696,"""These Democratic senators refused to accept Brett Kavanaugh. Now, they're not only ignoring mounting evidence against Biden, they're openly supporting him. #2020election #BrettKavanaugh #Congress #CoryBooker #DemocratPrimary #DemocraticParty #Democrats… https",2020-04-26 06:42:00,21,19,3,,0,2020election | BrettKavanaugh | Congress | CoryBooker | DemocratPrimary | DemocraticParty | Democrats,7,,
jenna_m_hunter,#TheResistance ,https://twitter.com/jenna_m_hunter/status/1255276055138574337,""".@VP You reek of morale absence. 

This is a slap in the face to every health care worker, front line hero, essential worker, risking their lives every day.

#MayoClinic #Arrogant #FrontLineHeroes #2020election #BlackLivesMatter #WhitePrivilege #BLOTUS 

 https",2020-04-28 16:21:00,14,3,0,VP,1,MayoClinic | Arrogant | FrontLineHeroes | 2020election | BlackLivesMatte | WhitePrivilege | BLOTUS,7,,https://pbs.twimg.com/media/EWui6huXYAAzB21.jpg | https://pbs.twimg.com/media/EWui6hqXQAM6OKm.jpg
westjournalism,The Western Journal,https://twitter.com/WestJournalism/status/1255240506675781642,"""Collins is running to unseat #MaxineWaters in #California's 43rd district. #2020election #California #Coronavirus #Democrats #LosAngeles #MaxineWaters #USNavy https",2020-04-28 14:00:00,8,5,0,,0,MaxineWaters | California | 2020election | California | Coronavirus | Democrats | LosAngeles | MaxineWaters | USNavy,9,,
ani_daley,Ani,https://twitter.com/ani_daley/status/1255294244786495488,"""This poor little girl!! This sickens me to the core! #pediphiliaisneverok #saynotojoe #2020election… """,2020-04-28 17:34:00,3,3,1,,0,pediphiliaisnev | saynotojoe | 2020election,3,,
thehermancain,Herman Cain,https://twitter.com/THEHermanCain/status/1252637229307924482,"""This was an astonishingly stupid thing for any politician to do, let alone someone who's been in the game as long as Pelosi. #2020election #NancyPelosi https",2020-04-21 09:36:00,614,192,70,,0,2020election | NancyPelosi,2,,
conservative_cj,The Radical Capitalist,https://twitter.com/Conservative_CJ/status/1254331596888399877,"""Liberal Logic",2020-04-26 01:48:00,33,12,2,,0,,0,,
taleofonora,The Tale of Onora,https://twitter.com/TaleOfOnora/status/1253210613334958080,"""Bill Gates, not DJT, is running the show. The slip of the year.

#2020election #Gates #GatesHacked #BillGatesIsEvil #BillGatesFoundation #QAnon #DeepState #IlluminatiAgenda #Agenda2020 #Event201 #arrestbillgates #TheStorm #TheStormIsHere 

The storm & plan were for you...… https",2020-04-22 23:34:00,39,33,3,,0,2020election | Gates | GatesHacked | BillGatesIsEvil | BillGatesFounda | QAnon | DeepState | IlluminatiAgend | Agenda2020 | Event201 | arrestbillgates | TheStorm | TheStormIsHere,13,,
varneyco,Varney & Co.,https://twitter.com/Varneyco/status/1254806973868015617,"""STU",2020-04-27 09:17:00,422,135,43,,0,,0,,
laurencopeland0,Dr. Lauren Copeland,https://twitter.com/laurencopeland0/status/1254525768530567169,"""The @BaldwinWallace Ohio Poll is dropping Monday AM. 

Some key findings",2020-04-26 14:40:00,"1,211",299,89,BaldwinWallace,1,,0,,
ritamollerpalma,Rita Palma,https://twitter.com/ritamollerpalma/status/1253118232845836289,"""Redfield wants #FluShot for the fall? #NoFluShot #NoWay or I vote for #Biden  Do the right thing @realDonaldTrump or we stay home in #2020Election. lots of us! Why vote for you if you won't protect us?""",2020-04-22 17:27:00,253,118,31,realDonaldTrump,1,FluShot | NoFluShot | NoWay | Biden | 2020Election,5,,
ritamollerpalma,Rita Palma,https://twitter.com/ritamollerpalma/status/1253096192659120129,"""#NoFluShot
#NoWay
@realDonaldTrump 
Or I stay home for #2020election
Who needs you if this is where we are headed? I had faith in you!!""",2020-04-22 15:59:00,234,144,27,realDonaldTrump,1,NoFluShot | NoWay | 2020election,3,,
futureworldcen,FutureWorldCen,https://twitter.com/FutureWorldCen/status/1255256307768201216,"""#election Empowering encyclopedia site",2020-04-28 15:03:00,,,0,,0,election,1,,https://pbs.twimg.com/media/CwhUbiFWgAAwv-I.jpg
chamberidaho,Idaho Springs Chamber of Commerce,https://twitter.com/ChamberIdaho/status/1255323450148872192,"""@CCMRD_REC Board of Directors #Election is MAY 5 and  absentee ballot applications/requests must be in by 9PM tonight! Get it at https",2020-04-28 19:30:00,,,0,CCMRD_REC,1,Election,1,,
mnb_world,mnb_world,https://twitter.com/mnb_world/status/1255335316539559937,"""News Mongolia | 15 parties and 4 coalitions to run in this year's parliamentary elections | MNB World
#MNBWorld #Mongolia #election… https",2020-04-28 20:17:00,,,0,,0,MNBWorld | Mongolia | election,3,,
,,https://twitter.com/Tretziofficial/status/1255356125995765760,"""How can even you still believe what you are telling to other ? This is so f$cking sad to witness what Knowledge the so called ""Leader of the free World"" has to offer. In Obama's Days very much, the Years after him ... not that much. Well, at least this Hoax is over soon #Election… https",2020-04-28 21:39:00,,,0,,0,Election,1,,
uidaholaw,UIdahoLaw,https://twitter.com/uidaholaw/status/1254885166155087872,"""Sign up for this important discussion Thursday, 4/30 at 4",2020-04-27 14:28:00,2,3,0,,0,,0,,https://pbs.twimg.com/media/EWo_QsXUMAAQbSn.jpg
bamastephen,((ProperGanderNews)),https://twitter.com/BamaStephen/status/1253917878686035968,"""For the integrity of the 2020 #election, voters must know the full extent and credibility of the allegations made by #TaraReade against #JoeBiden — just as I said #ChristineBlaseyFord allegations against #BrettKavanaugh should be investigated. Let this be fair and clear.… https",2020-04-24 22:24:00,3,1,0,,0,election | TaraReade | JoeBiden | ChristineBlasey | BrettKavanaugh,5,,https://pbs.twimg.com/media/EWbPqNEXsAEcaGL.jpg
crooksandliars,Crooks and Liars,https://twitter.com/crooksandliars/status/1253832606774263808,"""We're ALL worried about the November election taking place, VP Biden. #Trump #Election #November. #JoeBiden https",2020-04-24 16:46:00,34,19,4,,0,Trump | Election | November | JoeBiden,4,,
epochtimes,The Epoch Times,https://twitter.com/EpochTimes/status/1253047422244306944,"""#Health officials in #Wisconsin said they had identified at least 7 people who appear to have contracted the #CCPVirus from participating in the April 7 #Election.

The cases involve 6 voters and 1 poll worker in #Milwaukee. https",2020-04-22 12:46:00,70,35,110,,0,Health | Wisconsin | CCPVirus | Election | Milwaukee,5,,
afam_ou,African & African American Studies,https://twitter.com/AFAM_OU/status/1254782189658451975,"""Super excited for this new course! If you have any questions, please feel free to email the contacts mentioned in the flyer. 
#AFAM #Course #Flyer #BlackActivist #Election #Voting #Survey… https",2020-04-27 07:39:00,11,5,0,,0,AFAM | Course | Flyer | BlackActivist | Election | Voting | Survey,7,,https://pbs.twimg.com/media/EWnhwBaU0AMW82k.jpg
mikewjz,Mike Schuh WJZ,https://twitter.com/MikeWJZ/status/1255082577150521344,"""#Baltimore City #Election workers putting up the sign alerting folks to the ballot drop-box across from City Hall. TODAY is the special election in MD 7th, Hon. Elijah Cummings former US House seat.… https",2020-04-28 03:32:00,14,4,3,,0,Baltimore | Election,2,,https://pbs.twimg.com/media/EWry82sXkAEbZG2.jpg
epochtimes,The Epoch Times,https://twitter.com/EpochTimes/status/1254889328129585153,"""Tens of millions of #MailInBallots went missing between 2012 and 2018, according to @EACgov reports, giving weight to concerns about #Election integrity, particularly as calls mount for more widespread use of #VoteByMail options amid the #Pandemic. https",2020-04-27 14:45:00,141,116,10,EACgov,1,MailInBallots | Election | VoteByMail | Pandemic,4,,
ninawazobia,RADIO GODDESS #MummyNina,https://twitter.com/Ninawazobia/status/1255085587880726528,"""#VerbalAutopsy so #Kano people think this #COVID19Pandemic is #Nigeria #Election. Be joking with it🙄 inukwa m #strangedeath and #Verbalautopsy you think you are doing me😒… https",2020-04-28 03:44:00,5,1,2,,0,VerbalAutopsy | Kano | COVID19Pandemic | Nigeria | Election | strangedeath | Verbalautopsy,7,,
thepolemicist_,The Polemicist (Jim Kavanagh),https://twitter.com/ThePolemicist_/status/1255318236746432513,"""The #DemocraticParty is not a party of the left. The idea that there’s a natural connection between the left and the Dem Party, or that a leftist should be expected to vote for a Democrat by default is a figment of MSNBC bubble universe.
#Election #Biden 
https",2020-04-28 19:09:00,3,1,2,,0,DemocraticParty | Election | Biden,3,,
kateebear702,Twitch| Katee_Bear,https://twitter.com/KateeBear702/status/1254951377941303296,"""We have been given the opportunity to interview the #GreenParty Candidate @Ibra_Taher during our Sunday #political stream! 5/3 5pm
#progressive #election #liberal #demexit #environmentalism #socialjustice #democracy #genderequality #lgbtqrights #antiwar #antiracism #ecosocialism… https",2020-04-27 18:51:00,7,3,1,Ibra_Taher,1,GreenParty | political | progressive | election | liberal | demexit | environmentalis | socialjustice | democracy | genderequality | lgbtqrights | antiwar | antiracism | ecosocialism,14,,https://pbs.twimg.com/media/EWp7n_vU0AEuthP.jpg
ldfreemen1776,Latter-day Freemen,https://twitter.com/LDFreemen1776/status/1254790965723688962,"""We should never let ourselves vote for wicked men or women. 
.
(Source",2020-04-27 08:14:00,4,1,0,,0,,0,,https://pbs.twimg.com/media/EWnpuc1U8AECQog.jpg
thehillbillies_,The Hillbillies,https://twitter.com/thehillbillies_/status/1254941999284838401,"""Everyone says they was waiting on the virus to start the #zombieapocalypse but that happens every #election the dead always seems to rise and vote for #Democrats #SorryNotSorry #QAnon #WWG1WGA… https",2020-04-27 18:14:00,15,1,1,,0,zombieapocalyps | election | Democrats | SorryNotSorry | QAnon | WWG1WGA,6,,https://pbs.twimg.com/media/EWpzGGOXsAEjuTn.jpg
kanecoilclerk,"Kane County,IL Clerk",https://twitter.com/KaneCoILClerk/status/1255166666415144968,"""Per state law, #KaneCounty Clerk's Office held the party ballot placement lottery today to determine which party's candidates will be listed first on the November 3 General #Election ballot. Democratic candidates will be listed first on the November ballot. #twill #StaySafe… https",2020-04-28 09:07:00,8,3,1,,0,KaneCounty | Election | twill | StaySafe,4,,https://pbs.twimg.com/media/EWs-xtYXkAAkDac.jpg | https://pbs.twimg.com/media/EWs-zgOWAAEbEhF.jpg
lulufriesdat,Lulu Friesdat,https://twitter.com/LuluFriesdat/status/1253051785972940800,"""100 letters sent in less than 24 hours asking that all new congressional #election funding come w/public oversight & requirements on how to spend it. 
Letters sent to the members of Congress listed below. Write your letter now. It takes less than 5 mins. https",2020-04-22 13:03:00,55,44,0,,0,election,1,,https://pbs.twimg.com/media/EWO6vk7XQAI_FIX.png
,,https://twitter.com/baginski_lisa/status/1255024912458104834,"""The #GOP is not a great group. They have ruined every economy and found a way to enable mass death every time they have the Presidency for decades. Democrats fix it every time with record growth. I am so sick of their degeneration. It’s time for the entire disastrous party to go.… https",2020-04-27 23:43:00,49,18,2,,0,GOP,1,,
michaelsteele,Michael Steele,https://twitter.com/MichaelSteele/status/1252662849597554692,"""We the People want to exercise our right to vote safely in Nov. and we're clear about how",2020-04-21 11:17:00,778,246,34,,0,,0,,
cynnik76,Nik Cyn ,https://twitter.com/CynNik76/status/1255367670935031808,"""But it is .@JeffFlake - the the Generation of GOP before him made him. Congratulations to .@newtgingrich .@KarlRove .@senatemajldr .@FoxNews and the many others that helped make him top dog.  #GOP… https",2020-04-28 22:25:00,,,0,JeffFlake | newtgingrich | KarlRove | senatemajldr | FoxNews,5,GOP,1,,
floydcaldwelll,Floyd,https://twitter.com/FloydCaldwelll/status/1255250802253402114,"""#NRA and @NRA and @GOP and #GOP… """,2020-04-28 14:41:00,,,0,NRA | GOP,2,NRA | GOP,2,,
briancaskeync,Brian Caskey,https://twitter.com/BrianCaskeyNC/status/1253362484716670976,"""Coinciding with the protests in Raleigh, my #GOP opponent has started tagging his posts with #ReopenNC on Facebook. A WHOIS search shows that web site is registered to a FL man who created it to sell T-shirts. Nice job researching that one, Senator. #ncga #notreal @ColMorrisDavis… https",2020-04-23 09:37:00,546,363,38,ColMorrisDavis,1,GOP | ReopenNC | ncga | notreal,4,,https://pbs.twimg.com/media/EWTWiSLX0AUz_uQ.jpg
,,https://twitter.com/Darfinc/status/1254881068739485697,"""But, the #GOP is fine with this. This is on them. Especially #MoscowMitch and Bill Barr.… """,2020-04-27 14:12:00,173,22,0,,0,GOP | MoscowMitch,2,,
jerryjensen15,Jerry Jensen,https://twitter.com/jerryjensen15/status/1255171565949530112,"""Not only is Trump* a coward, but also many of the GOP who were willing to hide when they had a chance to help Americans. Vote 'em out! #GOP #Biden2020… https",2020-04-28 09:26:00,9,5,0,,0,GOP | Biden2020,2,,
sipheera,Lady,https://twitter.com/Sipheera/status/1254158159230300160,"""Long thread, but explains what #Trump & the #GOP #CorruptGOP are doing/trying to do in detail.… """,2020-04-25 14:19:00,92,34,1,,0,Trump | GOP | CorruptGOP,3,,
hamillhimself,Mark Hamill,https://twitter.com/HamillHimself/status/1254533209804599299,"""READ THIS LINK- Our Postal Service will play a crucial role in the 2020 Election as an unprecedented number of people will be voting from home. Nothing frightens the #GOP more than every voice being heard, every vote being counted!  #SaveUSPS #ProtectOurPO https",2020-04-26 15:09:00,"5,738","1,673",124,,0,GOP | SaveUSPS | ProtectOurPO,3,,https://pbs.twimg.com/media/EWj9nmAU0AAkCB8.png | https://pbs.twimg.com/media/EWj9qAdU4AAc3He.jpg
,,https://twitter.com/KlawiterJ/status/1254960359422586880,"""Trump is only looking to buy himself four more years of get out of jail.
He doesn't care about anyone but himself.
The #GOP is dead, the sane republicans best wake up soon. 
Surprising they seem to be afraid of their own shadows & mean tweets
It's laughable
WEAK WEAK 🤣… https",2020-04-27 19:27:00,110,22,2,,0,GOP,1,,
,,https://twitter.com/lahtay44/status/1255218586962071554,"""I'm truly disgusted by what I saw at the Mayo Clinic.
@VP acted dangerously and disrespectfully.
He is a disgrace.
Shame on #GOP #WhiteHouse. 
#Masks4All… https",2020-04-28 12:33:00,190,57,4,VP,1,GOP | WhiteHouse | Masks4All,3,,
bikerchinese,Old Chinese Bikie 重车组,https://twitter.com/BikerChinese/status/1254926106433482752,"""Don't miss out the #GOP Republican's 57 pages ""Blaming-China"" campaign strategy, link below. LMAO! They have done their homework! 🤣🤣🤣🤣
https",2020-04-27 17:11:00,13,7,1,,0,GOP,1,,https://pbs.twimg.com/media/EWpjwc8U4AALnpH.jpg | https://pbs.twimg.com/media/EWpkXwMU0AAKL7j.png
,,https://twitter.com/BtpTechSearch/status/1255249787303145478,"""#MoscowMitch’s Kentucky has been getting federal bailout money for years. The #GOP state of Kentucky takes in 150 billion more from the federal govt then it pays in taxes. A civil servant living off the government his entire life. Yet he’s raked in tens of millions for himself.… https",2020-04-28 14:37:00,1,1,0,,0,MoscowMitch | GOP,2,,
jerryjensen15,Jerry Jensen,https://twitter.com/jerryjensen15/status/1255174955131711492,"""But Mitch is #1 in taking care of Mr. & Mrs. Mitch McConnell. Pretty easy to see with the rankings below, who pays for Mitch's #1 ranking. #GOPBetrayedAmerica #GOP… https",2020-04-28 09:40:00,10,6,1,,0,1 | 1 | GOPBetrayedAmer | GOP,4,,
jerryjensen15,Jerry Jensen,https://twitter.com/jerryjensen15/status/1255283449948180480,"""Does anyone truly believe that Trump*'s rush to open up businesses isn't about getting reelected? The economy, although now in the toilet, is his ground zero. And, if people have to die, so be it. And some Governor's are complicit. #GOPBetrayedAmerica #GOP #TrumpGenocide2020… https",2020-04-28 16:51:00,33,10,5,,0,GOPBetrayedAmer | GOP | TrumpGenocide20,3,,
,,https://twitter.com/MnGuy18/status/1255196579595718657,"""#PresidentPineSol should be using the military to help distribute PPE and testing resources - not for entertainment!! But this is what you get when you elect a pathological narcissistic incompetent moronic reality tv failure as POTUS. Good job #gop!!… https",2020-04-28 11:05:00,32,14,1,,0,PresidentPineSo | gop,2,,
rockingrobin2,Hassie L Buckner,https://twitter.com/rockingrobin2/status/1253360835059212288,"""Thank you  #AndrewCuomo  #GovernorAndrewCuomo for your response to ignorant #GOP #MitchMcConnell statement about  state declaring bankruptcy cuz Congress funding #coronavirus in #BlueStates #COVID19  Kills #GOP & #Dems  #Kentucky drains federal govt business as usual… https",2020-04-23 09:31:00,"1,437",645,57,,0,AndrewCuomo | GovernorAndrewC | GOP | MitchMcConnell | coronavirus | BlueStates | COVID19 | GOP | Dems | Kentucky,10,,https://pbs.twimg.com/media/EWTVBxYXQAAYAT1.jpg
bellsword,Bell's Word,https://twitter.com/BellsWord/status/1255204654629126146,"""What don't the #GOP Governors understand. CoronaVirus is real. Stay yo' asses at home. It's simple. 

Kay Ivey & Brian Kemp are about the dumbest, simple minded, ignorant fools next to Donald Trump.… https",2020-04-28 11:38:00,16,5,0,,0,GOP,1,,
emolclause,Emoluments Clause,https://twitter.com/Emolclause/status/1252789520841531395,"""#BREAKING",2020-04-21 19:41:00,278,180,30,,0,BREAKING,1,,https://pbs.twimg.com/media/EWLMvmxXQAg_Nc2.jpg
,,https://twitter.com/word_lambition/status/1255247827070070786,"""Even with this gone, the #GOP is looking to Swift Boat Biden.

We need to tear them down every chance we get.… """,2020-04-28 14:29:00,34,9,0,,0,GOP,1,,
